,loss,accuracy,val_loss,val_accuracy
0,0.6764549016952515,0.5862069129943848,0.671668529510498,0.5652173757553101
1,0.6305115818977356,0.674876868724823,0.63912433385849,0.6521739363670349
2,0.5843740105628967,0.692118227481842,0.6149476766586304,0.6304348111152649
3,0.5699613690376282,0.692118227481842,0.6441001892089844,0.6086956262588501
4,0.5623196959495544,0.6995074152946472,0.6169005632400513,0.6521739363670349
5,0.5617325305938721,0.7118226885795593,0.6062396764755249,0.6521739363670349
6,0.5231240391731262,0.7364531755447388,0.6062545776367188,0.6521739363670349
7,0.518530547618866,0.7487684488296509,0.6723682284355164,0.6739130616188049
8,0.545136570930481,0.7118226885795593,0.6056661009788513,0.6521739363670349
9,0.5692760944366455,0.7019704580307007,0.6179261207580566,0.695652186870575
10,0.5255206227302551,0.761083722114563,0.6224367618560791,0.6521739363670349
11,0.5226936936378479,0.7290640473365784,0.6263011693954468,0.695652186870575
12,0.5108205080032349,0.7463054060935974,0.6084941029548645,0.6304348111152649
13,0.5196049213409424,0.7487684488296509,0.6047927737236023,0.6739130616188049
14,0.5084134340286255,0.7512315511703491,0.6253410577774048,0.717391312122345
15,0.4931315779685974,0.756157636642456,0.6026672124862671,0.6739130616188049
16,0.5228652358055115,0.7487684488296509,0.6206563115119934,0.6304348111152649
17,0.4924536943435669,0.7684729099273682,0.6201770901679993,0.6304348111152649
18,0.5163435339927673,0.7512315511703491,0.621217668056488,0.717391312122345
19,0.5128509998321533,0.743842363357544,0.6026022434234619,0.6739130616188049
20,0.4905235469341278,0.7709359526634216,0.614618182182312,0.6739130616188049
21,0.5116029977798462,0.7635468244552612,0.6353080868721008,0.739130437374115
22,0.5203577280044556,0.738916277885437,0.6560397148132324,0.6739130616188049
23,0.5072030425071716,0.743842363357544,0.6224563121795654,0.717391312122345
24,0.4987795948982239,0.756157636642456,0.6214292049407959,0.6521739363670349
25,0.4922705888748169,0.756157636642456,0.8103927969932556,0.5869565010070801
26,0.5491312146186829,0.7044335007667542,0.6912104487419128,0.6086956262588501
27,0.5161234140396118,0.7315270900726318,0.6502324342727661,0.6304348111152649
28,0.514204740524292,0.7463054060935974,0.657159149646759,0.695652186870575
29,0.49574485421180725,0.761083722114563,0.6163142919540405,0.6739130616188049
30,0.48288145661354065,0.7783251404762268,0.646478533744812,0.6739130616188049
31,0.5051826238632202,0.7487684488296509,0.6285123229026794,0.6739130616188049
32,0.47864073514938354,0.761083722114563,0.6306143999099731,0.6739130616188049
33,0.48800715804100037,0.7536945939064026,0.63951575756073,0.6739130616188049
34,0.4795248508453369,0.7660098671913147,0.6668335199356079,0.6304348111152649
35,0.49766209721565247,0.761083722114563,0.6082772612571716,0.6739130616188049
36,0.4702272117137909,0.7783251404762268,0.6913735866546631,0.6521739363670349
37,0.5049670338630676,0.7413793206214905,0.6511033177375793,0.695652186870575
38,0.4775485396385193,0.7635468244552612,0.6134558320045471,0.695652186870575
39,0.4769800007343292,0.7709359526634216,0.6328616142272949,0.739130437374115
40,0.478621244430542,0.761083722114563,0.6275449991226196,0.6521739363670349
41,0.4952922761440277,0.7536945939064026,0.6038368344306946,0.717391312122345
42,0.49690529704093933,0.7733989953994751,0.6227772831916809,0.695652186870575
43,0.48855459690093994,0.7413793206214905,0.6172820329666138,0.695652186870575
44,0.4950944185256958,0.7635468244552612,0.6609481573104858,0.6521739363670349
45,0.49187514185905457,0.7536945939064026,0.6096286177635193,0.6304348111152649
46,0.47551846504211426,0.761083722114563,0.6149231195449829,0.6739130616188049
47,0.46816766262054443,0.7807881832122803,0.7057579755783081,0.739130437374115
48,0.4565144181251526,0.7783251404762268,0.6381818652153015,0.6304348111152649
49,0.4642549753189087,0.7635468244552612,0.6543979644775391,0.6521739363670349
50,0.46680590510368347,0.7660098671913147,0.6351679563522339,0.6739130616188049
51,0.47814664244651794,0.7586206793785095,0.6451108455657959,0.6521739363670349
52,0.4700351059436798,0.7783251404762268,0.6085525155067444,0.739130437374115
53,0.45739245414733887,0.7709359526634216,0.6360523104667664,0.695652186870575
54,0.4513408839702606,0.7783251404762268,0.6815978288650513,0.6521739363670349
55,0.46537017822265625,0.7684729099273682,0.6613672971725464,0.6521739363670349
56,0.4614669680595398,0.756157636642456,0.6684005856513977,0.6304348111152649
57,0.4621210992336273,0.7586206793785095,0.6771288514137268,0.6304348111152649
58,0.44583073258399963,0.7758620977401733,0.7311798334121704,0.717391312122345
59,0.47785037755966187,0.7733989953994751,0.7049814462661743,0.739130437374115
60,0.4757523536682129,0.7635468244552612,0.7786221504211426,0.6086956262588501
61,0.4941389858722687,0.7635468244552612,0.6505230069160461,0.6304348111152649
62,0.45523661375045776,0.7832512259483337,0.7881259918212891,0.6304348111152649
63,0.4549553096294403,0.7783251404762268,0.6989487409591675,0.6304348111152649
64,0.4558734595775604,0.7586206793785095,0.6501217484474182,0.6521739363670349
65,0.4438577890396118,0.756157636642456,0.6510157585144043,0.6739130616188049
66,0.46098533272743225,0.7931034564971924,0.6770311594009399,0.6739130616188049
67,0.45211610198020935,0.7684729099273682,0.691516637802124,0.739130437374115
68,0.45466968417167664,0.7684729099273682,0.7585321664810181,0.6739130616188049
69,0.46559271216392517,0.7881773114204407,0.6529738903045654,0.6086956262588501
70,0.4796638786792755,0.7586206793785095,0.633414626121521,0.739130437374115
71,0.47089603543281555,0.7635468244552612,0.6770654916763306,0.695652186870575
72,0.44785550236701965,0.7783251404762268,0.6862140893936157,0.6521739363670349
73,0.44112756848335266,0.7832512259483337,0.7241562008857727,0.717391312122345
74,0.4956267178058624,0.7413793206214905,0.6793804168701172,0.6304348111152649
75,0.47299104928970337,0.7684729099273682,0.6536803245544434,0.6521739363670349
76,0.4475848078727722,0.7684729099273682,0.728266179561615,0.717391312122345
77,0.4792366623878479,0.7635468244552612,0.7244479060173035,0.6739130616188049
78,0.46163979172706604,0.761083722114563,0.6448435187339783,0.6521739363670349
79,0.43793484568595886,0.7758620977401733,0.7642722725868225,0.695652186870575
80,0.48440301418304443,0.7660098671913147,0.6904337406158447,0.6521739363670349
81,0.4404783844947815,0.7906404137611389,0.7434731125831604,0.6739130616188049
82,0.4433927536010742,0.7758620977401733,0.7019801139831543,0.695652186870575
83,0.43788161873817444,0.7807881832122803,0.7644271850585938,0.6521739363670349
84,0.44069617986679077,0.7783251404762268,0.696872889995575,0.6739130616188049
85,0.4410407841205597,0.7635468244552612,0.6470197439193726,0.6304348111152649
86,0.47120657563209534,0.7413793206214905,0.7222110629081726,0.717391312122345
87,0.435409277677536,0.7733989953994751,0.6668202877044678,0.6521739363670349
88,0.43297821283340454,0.7857142686843872,0.7059855461120605,0.6521739363670349
89,0.44803565740585327,0.7586206793785095,0.6966758370399475,0.717391312122345
90,0.44008970260620117,0.7783251404762268,0.7678961753845215,0.6739130616188049
91,0.4259710907936096,0.7832512259483337,0.7270539402961731,0.6739130616188049
92,0.4363584518432617,0.7783251404762268,0.7569202184677124,0.6739130616188049
93,0.4252745509147644,0.7832512259483337,0.6951292157173157,0.6521739363670349
94,0.4312599003314972,0.7783251404762268,0.7770667672157288,0.717391312122345
95,0.42851361632347107,0.7857142686843872,0.7488623857498169,0.6739130616188049
